county,population,area,population_density,bachelor_or_higher,income_per_cap,percent_white,percent_poverty,percent_females,percent_over_65,winner
"Elliott County, Kentucky",7517,234,32.12,7.70,14040,94.60,31.80,43.50,19.80,Donald Trump
"Estill County, Kentucky",14106,254,55.54,8.30,16435,98.10,27.20,50.50,19.00,Donald Trump
"Fayette County, Kentucky",323152,284,1137.86,40.10,29251,77.40,18.90,50.90,13.30,Joe Biden
"Fleming County, Kentucky",14581,351,41.54,12.80,19304,96.90,22.20,50.90,17.90,Donald Trump
"Floyd County, Kentucky",35589,394,90.33,12.80,17716,97.60,28.90,51.10,18.40,Donald Trump
"Franklin County, Kentucky",50991,210,242.81,26.80,26243,84.30,16.60,51.70,18.00,Donald Trump
"Fulton County, Kentucky",5969,209,28.56,13.10,18602,72.10,22.20,50.30,20.20,Donald Trump
"Gallatin County, Kentucky",8869,99,89.59,8.80,19020,95.60,20.70,49.40,14.00,Donald Trump
"Garrard County, Kentucky",17666,231,76.48,15.20,21341,96.00,19.10,50.70,18.20,Donald Trump
"Grant County, Kentucky",25069,260,96.42,10.90,19829,96.90,18.00,49.90,13.70,Donald Trump
"Graves County, Kentucky",37266,556,67.03,16.90,20746,92.40,18.60,51.10,18.50,Donald Trump
"Grayson County, Kentucky",26427,504,52.43,9.50,19115,97.00,23.30,49.50,17.80,Donald Trump
"Green County, Kentucky",10941,289,37.86,12.00,17984,95.90,21.90,50.70,20.60,Donald Trump
"Greenup County, Kentucky",35098,346,101.44,15.70,22035,97.00,17.90,51.40,20.90,Donald Trump
"Hancock County, Kentucky",8722,189,46.15,11.50,22686,96.60,14.20,48.70,17.00,Donald Trump
"Hardin County, Kentucky",110958,628,176.68,20.80,24147,80.50,15.80,50.20,14.00,Donald Trump
"Harlan County, Kentucky",26010,467,55.70,10.60,16257,95.90,31.30,52.00,18.70,Donald Trump
"Harrison County, Kentucky",18886,310,60.92,14.20,21424,95.40,23.10,50.90,17.60,Donald Trump
"Hart County, Kentucky",19035,416,45.76,8.80,17273,92.90,26.60,50.80,16.60,Donald Trump
"Henderson County, Kentucky",45210,440,102.75,16.40,22746,88.60,17.70,51.70,17.60,Donald Trump
"Henry County, Kentucky",16126,289,55.80,12.80,21923,94.10,17.10,50.50,17.60,Donald Trump
"Hickman County, Kentucky",4380,244,17.95,10.30,19292,87.60,18.30,52.90,25.50,Donald Trump
"Hopkins County, Kentucky",44686,551,81.10,14.20,22132,89.90,18.80,51.20,18.40,Donald Trump
"Jackson County, Kentucky",13329,346,38.52,8.20,15880,98.70,34.20,50.30,17.20,Donald Trump
"Jefferson County, Kentucky",766757,385,1991.58,30.40,27925,72.00,16.70,51.70,16.20,Joe Biden
"Jessamine County, Kentucky",54115,173,312.80,27.40,25637,91.80,16.90,51.30,15.00,Donald Trump
"Johnson County, Kentucky",22188,262,84.69,10.20,19445,97.70,24.30,51.00,18.40,Donald Trump
"Kenton County, Kentucky",166998,163,1024.53,29.10,27704,91.20,13.70,50.50,14.40,Donald Trump
"Knott County, Kentucky",14806,352,42.06,13.00,18448,97.70,23.10,50.60,18.50,Donald Trump
"Knox County, Kentucky",31145,388,80.27,10.10,14367,96.80,34.70,51.00,17.30,Donald Trump
"Larue County, Kentucky",14398,263,54.75,11.10,19611,94.30,16.90,50.40,17.60,Donald Trump
"Laurel County, Kentucky",60813,436,139.48,12.60,19923,97.00,21.80,51.00,16.40,Donald Trump
"Lawrence County, Kentucky",15317,419,36.56,10.80,17960,97.20,27.00,50.20,17.30,Donald Trump
"Lee County, Kentucky",7403,210,35.25,5.60,13969,95.90,37.20,45.80,17.60,Donald Trump
"Leslie County, Kentucky",9877,404,24.45,7.30,16424,98.10,22.60,50.10,17.90,Donald Trump
"Letcher County, Kentucky",21553,339,63.58,11.50,17886,98.20,25.30,51.10,19.50,Donald Trump
"Lewis County, Kentucky",13275,484,27.43,10.60,16132,98.50,29.10,50.00,18.60,Donald Trump
"Lincoln County, Kentucky",24549,337,72.85,9.60,17420,95.70,25.40,51.00,18.20,Donald Trump
"Livingston County, Kentucky",9194,316,29.09,11.30,19795,96.90,16.90,50.90,21.70,Donald Trump
"Logan County, Kentucky",27102,556,48.74,13.30,19143,90.80,21.20,50.70,18.60,Donald Trump
"Lyon County, Kentucky",8210,216,38.01,13.30,22123,92.40,16.80,45.20,26.00,Donald Trump
"McCracken County, Kentucky",65418,251,260.63,28.00,21800,91.80,21.40,51.40,13.80,Donald Trump
"McCreary County, Kentucky",17231,428,40.26,8.90,15118,98.50,28.60,50.00,17.20,Donald Trump
"McLean County, Kentucky",9207,254,36.25,12.50,18865,89.90,17.00,50.50,16.40,Donald Trump
"Madison County, Kentucky",92987,441,210.85,15.30,22381,97.70,11.60,51.00,21.80,Donald Trump
"Magoffin County, Kentucky",12161,310,39.23,7.50,15525,91.90,35.10,45.10,16.60,Donald Trump
"Marion County, Kentucky",19273,347,55.54,14.80,23347,90.20,19.30,51.60,18.30,Donald Trump
"Marshall County, Kentucky",31100,305,101.97,22.50,25957,85.30,16.20,52.00,19.80,Donald Trump
"Martin County, Kentucky",11195,231,48.46,7.30,11818,91.60,30.30,45.60,16.00,Donald Trump
"Mason County, Kentucky",17070,241,70.83,10.30,19984,97.30,18.80,50.80,19.50,Donald Trump
"Meade County, Kentucky",28572,308,92.77,12.70,20898,92.10,16.90,49.60,14.00,Donald Trump
"Menifee County, Kentucky",6489,204,31.81,12.10,15942,95.30,27.50,49.10,21.00,Donald Trump
"Mercer County, Kentucky",21933,251,87.38,18.90,24138,93.20,16.80,50.90,18.80,Donald Trump
"Metcalfe County, Kentucky",10071,291,34.61,8.60,17171,96.50,20.00,50.40,18.70,Donald Trump
"Monroe County, Kentucky",10650,331,32.18,12.00,16656,96.10,25.20,50.10,18.80,Donald Trump
"Montgomery County, Kentucky",28157,199,141.49,14.60,20436,94.90,25.00,51.10,15.90,Donald Trump
"Morgan County, Kentucky",13309,381,34.93,11.50,16233,93.40,28.90,42.80,16.70,Donald Trump
"Muhlenberg County, Kentucky",30622,475,64.47,11.30,20008,93.40,20.40,49.00,19.10,Donald Trump
"Nelson County, Kentucky",46233,423,109.30,16.60,23545,92.30,18.20,50.70,15.60,Donald Trump
"Nicholas County, Kentucky",7269,197,36.90,13.70,20450,97.60,16.00,50.50,16.50,Donald Trump
"Ohio County, Kentucky",23994,594,40.39,8.00,19005,97.00,19.70,50.20,17.80,Donald Trump
"Oldham County, Kentucky",66799,189,353.43,40.10,33591,91.60,6.80,47.60,13.20,Donald Trump
"Owen County, Kentucky",10901,352,30.97,15.90,23991,97.20,16.20,50.30,18.50,Donald Trump
"Owsley County, Kentucky",4415,198,22.30,12.40,13611,98.10,37.70,50.60,19.60,Donald Trump
"Pendleton County, Kentucky",14590,280,52.11,12.40,23122,97.20,15.60,49.00,16.10,Donald Trump
"Perry County, Kentucky",25758,342,75.32,13.50,18224,96.20,25.30,50.80,17.00,Donald Trump
"Pike County, Kentucky",57876,788,73.45,12.50,19351,97.80,23.40,51.20,18.80,Donald Trump
"Powell County, Kentucky",12359,180,68.66,11.90,15174,97.10,31.70,50.40,15.90,Donald Trump
"Pulaski County, Kentucky",64979,662,98.16,15.10,20667,96.40,23.30,51.20,18.80,Donald Trump
"Robertson County, Kentucky",2108,100,21.08,12.50,17641,97.40,22.80,49.50,21.50,Donald Trump
"Rockcastle County, Kentucky",16695,318,52.50,10.90,16513,97.80,25.50,51.10,18.20,Donald Trump
"Rowan County, Kentucky",24460,281,87.05,23.80,17094,96.00,28.60,51.60,14.00,Donald Trump
"Russell County, Kentucky",17923,254,70.56,11.90,17107,96.80,27.30,50.90,20.20,Donald Trump
"Scott County, Kentucky",57004,285,200.01,27.90,27802,90.80,12.40,50.70,12.00,Donald Trump
"Shelby County, Kentucky",49024,384,127.67,23.80,27039,88.30,12.40,51.40,15.40,Donald Trump
"Simpson County, Kentucky",18572,236,78.69,14.80,19441,87.10,20.30,50.80,16.50,Donald Trump
"Spencer County, Kentucky",19351,186,104.04,16.60,26666,96.20,7.70,49.40,14.00,Donald Trump
"Taylor County, Kentucky",25769,270,95.44,15.10,18790,91.60,21.70,51.10,18.00,Donald Trump
"Todd County, Kentucky",12294,376,32.70,9.40,17846,89.80,20.50,50.20,16.10,Donald Trump
"Trigg County, Kentucky",14651,443,33.07,18.40,25527,89.90,16.10,50.40,22.30,Donald Trump
"Trimble County, Kentucky",8471,149,56.85,16.10,22070,96.30,17.20,49.90,17.50,Donald Trump
"Union County, Kentucky",14381,345,41.68,11.40,19464,83.70,25.70,47.90,16.60,Donald Trump
"Warren County, Kentucky",132896,545,243.85,28.40,23853,82.60,19.10,51.10,12.90,Donald Trump
"Washington County, Kentucky",12095,301,40.18,15.60,19837,91.70,14.20,50.50,18.00,Donald Trump
"Wayne County, Kentucky",20333,459,44.30,9.80,16396,95.60,24.30,50.30,21.00,Donald Trump
"Webster County, Kentucky",12942,335,38.63,8.40,20337,92.80,14.80,50.50,17.40,Donald Trump
"Whitley County, Kentucky",36264,440,82.42,13.40,15960,96.90,26.00,50.80,15.90,Donald Trump
"Wolfe County, Kentucky",7157,223,32.09,11.80,14157,98.10,40.50,51.00,19.30,Donald Trump
"Woodford County, Kentucky",26734,191,139.97,31.60,29277,92.10,11.60,51.90,18.80,Donald Trump
"Acadia Parish, Louisiana",62045,658,94.29,10.20,19910,78.10,18.70,51.20,15.30,Donald Trump
"Allen Parish, Louisiana",25627,766,33.46,11.10,18857,70.60,16.10,43.30,15.00,Donald Trump
"Ascension Parish, Louisiana",126604,303,417.83,24.90,28178,70.00,12.30,50.60,11.80,Donald Trump
"Assumption Parish, Louisiana",21891,364,60.14,9.70,21743,66.50,18.70,51.50,18.00,Donald Trump
"Avoyelles Parish, Louisiana",40144,866,46.36,9.70,18006,66.00,22.60,49.60,16.90,Donald Trump
"Beauregard Parish, Louisiana",37497,1166,32.16,15.00,22509,79.50,16.80,49.30,15.80,Donald Trump
"Bienville Parish, Louisiana",13241,822,16.11,11.10,18958,54.60,26.90,52.10,20.90,Donald Trump
"Bossier Parish, Louisiana",127039,867,146.53,25.20,27429,68.40,14.30,50.50,14.30,Donald Trump
"Caddo Parish, Louisiana",240204,937,256.35,22.70,24308,46.70,19.50,52.70,17.10,Joe Biden
"Calcasieu Parish, Louisiana",203436,1094,185.96,19.90,24355,68.90,17.40,51.10,14.80,Donald Trump
"Caldwell Parish, Louisiana",9918,541,18.33,8.20,22782,78.90,20.20,48.60,17.80,Donald Trump
"Cameron Parish, Louisiana",6973,1932,3.61,15.40,29559,93.10,8.70,50.20,16.50,Donald Trump
"Catahoula Parish, Louisiana",9494,739,12.85,11.20,19970,65.80,21.80,47.10,17.50,Donald Trump
"Claiborne Parish, Louisiana",15670,768,20.40,12.50,17512,46.30,29.70,43.40,19.10,Donald Trump
"Concordia Parish, Louisiana",19259,749,25.71,11.30,16431,57.10,31.80,49.30,17.30,Donald Trump
"De Soto Parish, Louisiana",27463,895,30.68,11.30,21547,57.40,22.60,51.80,17.90,Donald Trump
"East Baton Rouge Parish, Louisiana",440059,471,934.31,34.20,27505,45.90,19.20,52.20,14.20,Joe Biden
"East Carroll Parish, Louisiana",6861,442,15.52,9.20,12055,28.90,48.00,45.80,14.80,Joe Biden
"East Feliciana Parish, Louisiana",19135,456,41.96,13.00,22099,52.60,17.30,45.70,17.70,Donald Trump
"Evangeline Parish, Louisiana",33395,680,49.11,11.40,18023,67.80,24.50,49.20,15.30,Donald Trump
"Franklin Parish, Louisiana",20015,636,31.47,11.60,17752,66.00,29.90,51.60,17.90,Donald Trump
"Grant Parish, Louisiana",22389,664,33.72,10.20,19018,77.10,17.30,44.10,15.20,Donald Trump
"Iberia Parish, Louisiana",69830,1031,67.73,13.60,22997,60.00,20.70,51.10,15.00,Donald Trump
"Iberville Parish, Louisiana",32511,653,49.79,12.80,21177,48.00,19.20,49.40,15.80,Joe Biden
"Jackson Parish, Louisiana",15744,580,27.14,13.80,19188,67.50,20.60,48.70,19.90,Donald Trump
"Jefferson Parish, Louisiana",432493,642,673.67,13.00,21132,78.40,18.80,51.00,16.30,Donald Trump
"Jefferson Davis Parish, Louisiana",31368,659,47.60,23.60,26908,54.70,16.50,51.60,17.10,Donald Trump
"Lafayette Parish, Louisiana",244390,270,905.15,12.90,22481,83.20,14.20,48.20,16.90,Donald Trump
"Lafourche Parish, Louisiana",97614,1472,66.31,28.30,28901,66.70,16.70,51.30,13.20,Donald Trump
"LaSalle Parish, Louisiana",14892,663,22.46,14.80,24798,77.20,14.10,51.00,15.50,Donald Trump
"Lincoln Parish, Louisiana",46742,472,99.03,34.40,20633,53.00,30.40,51.40,13.60,Donald Trump
"Livingston Parish, Louisiana",140789,703,200.27,17.50,25076,88.80,13.30,50.70,13.20,Donald Trump
"Madison Parish, Louisiana",10951,651,16.82,11.20,13585,35.10,40.30,50.40,14.40,Joe Biden
"Morehouse Parish, Louisiana",24874,805,30.90,12.90,16683,49.80,26.50,51.90,18.80,Donald Trump
"Natchitoches Parish, Louisiana",38158,1299,29.37,21.60,20802,53.40,26.00,51.90,16.60,Donald Trump
"Orleans Parish, Louisiana",390144,350,1114.70,33.70,26500,31.00,27.30,52.70,14.80,Joe Biden
"Ouachita Parish, Louisiana",153279,633,242.15,22.90,21917,58.70,23.20,52.10,14.80,Donald Trump
"Plaquemines Parish, Louisiana",23197,2429,9.55,15.30,25748,66.80,12.70,49.60,13.40,Donald Trump
"Pointe Coupee Parish, Louisiana",21730,591,36.77,14.30,23742,60.80,17.70,51.90,20.60,Donald Trump
"Rapides Parish, Louisiana",129648,1362,95.19,18.30,22126,61.80,19.90,51.60,16.40,Donald Trump
"Red River Parish, Louisiana",8442,402,21.00,11.90,21443,58.10,21.80,51.90,19.10,Donald Trump
"Richland Parish, Louisiana",20122,564,35.68,13.20,18669,60.90,21.30,51.20,17.60,Donald Trump
"Sabine Parish, Louisiana",23884,1012,23.60,13.00,22229,68.50,21.70,50.60,20.70,Donald Trump
"St. Bernard Parish, Louisiana",47244,1794,26.33,12.00,20316,64.70,18.70,51.00,11.40,Donald Trump
"St. Charles Parish, Louisiana",53100,410,129.51,19.70,26756,65.80,12.70,50.90,13.60,Donald Trump
"St. Helena Parish, Louisiana",10132,409,24.77,10.30,19457,44.40,27.40,51.80,19.90,Joe Biden
"St. James Parish, Louisiana",21096,258,81.77,13.00,24930,48.00,16.40,51.70,17.20,Joe Biden
"St. John the Baptist Parish, Louisiana",42837,348,123.09,14.50,21335,38.50,16.10,51.20,14.20,Joe Biden
"St. Landry Parish, Louisiana",82124,939,87.46,13.20,19387,55.40,26.80,51.70,16.10,Donald Trump
"St. Martin Parish, Louisiana",53431,817,65.40,13.30,22164,64.80,18.20,50.80,15.00,Donald Trump
"St. Mary Parish, Louisiana",49348,612,80.63,10.80,21313,56.70,21.00,50.70,16.60,Donald Trump
"St. Tammany Parish, Louisiana",260419,1124,231.69,30.10,30363,79.70,10.60,51.50,16.90,Donald Trump
"Tangipahoa Parish, Louisiana",134758,823,163.74,19.40,21273,64.00,21.20,51.60,14.40,Donald Trump
"Tensas Parish, Louisiana",4334,641,6.76,10.30,17175,42.30,34.30,51.60,24.40,Joe Biden
"Terrebonne Parish, Louisiana",110461,2080,53.11,13.40,24114,68.10,17.10,50.80,14.40,Donald Trump
"Union Parish, Louisiana",22108,905,24.43,13.10,19412,68.60,27.90,50.50,20.60,Donald Trump
"Vermilion Parish, Louisiana",59511,1538,38.69,12.60,22589,78.60,17.10,51.60,15.20,Donald Trump
"Vernon Parish, Louisiana",47429,1341,35.37,18.80,21396,70.40,13.50,46.70,12.20,Donald Trump
"Washington Parish, Louisiana",46194,676,68.33,11.20,17735,66.10,25.70,50.60,17.90,Donald Trump
"Webster Parish, Louisiana",38340,615,62.34,13.60,19871,62.60,21.90,51.40,19.80,Donald Trump
"West Baton Rouge Parish, Louisiana",26465,203,130.37,18.00,24838,57.90,14.60,50.60,13.60,Donald Trump
"West Carroll Parish, Louisiana",10830,360,30.08,9.50,17980,79.90,25.00,49.10,19.00,Donald Trump
"West Feliciana Parish, Louisiana",15568,426,36.54,18.80,21720,51.80,16.60,34.60,15.00,Donald Trump
"Winn Parish, Louisiana",13904,957,14.53,11.30,16789,65.70,22.60,46.40,18.60,Donald Trump
"Androscoggin County, Maine",108277,497,217.86,18.80,24442,91.60,15.60,51.10,17.70,Donald Trump
"Aroostook County, Maine",67055,6829,9.82,16.70,21566,94.70,16.30,50.60,24.10,Donald Trump
"Cumberland County, Maine",295003,1217,242.40,41.00,32880,91.30,11.40,51.50,18.40,Joe Biden
"Franklin County, Maine",30199,1744,17.32,23.70,22083,96.10,15.60,50.90,22.40,Donald Trump
"Hancock County, Maine",54987,2351,23.39,33.00,27797,95.50,14.00,51.60,24.60,Joe Biden
"Kennebec County, Maine",122302,951,128.60,24.60,25770,95.20,13.40,51.20,19.90,Joe Biden
"Knox County, Maine",39772,1142,34.83,30.40,27865,96.00,10.80,50.70,25.30,Joe Biden
"Lincoln County, Maine",34634,700,49.48,33.10,28070,96.60,11.70,50.90,27.70,Joe Biden
"Oxford County, Maine",57975,2175,26.66,18.90,21441,96.00,14.90,50.50,21.70,Donald Trump
"Penobscot County, Maine",152148,3556,42.79,23.80,23895,94.30,17.00,50.50,18.70,Donald Trump
"Piscataquis County, Maine",16785,4377,3.83,16.40,21818,95.90,18.50,50.10,26.70,Donald Trump
"Sagadahoc County, Maine",35856,370,96.91,32.30,28829,95.00,11.10,51.40,22.10,Joe Biden
"Somerset County, Maine",50484,4095,12.33,15.40,21513,96.20,17.80,50.30,20.80,Donald Trump
"Waldo County, Maine",39715,853,46.56,28.20,22853,96.20,16.40,50.80,22.50,Joe Biden
"Washington County, Maine",31379,3255,9.64,20.00,20807,90.50,19.50,50.60,24.40,Donald Trump
"York County, Maine",207641,1271,163.37,28.80,29125,95.00,9.50,51.20,20.50,Joe Biden
"Barnsable County, Massachusetts",70416,396,177.82,39.10,36142,87.70,9.30,52.20,30.60,Joe Biden
"Berkshire County, Massachusetts",579234,931,622.16,30.30,29294,70.90,12.80,51.60,23.30,Joe Biden
"Bristol County, Massachusetts",827370,556,1488.08,25.30,28837,60.50,12.40,51.60,16.90,Joe Biden
"Dukes County, Massachusetts",92525,104,889.66,40.70,33363,79.30,10.10,50.70,24.30,Joe Biden
"Essex County, Massachusetts",33406,498,67.08,36.60,35167,77.30,11.20,51.80,17.00,Joe Biden
"Franklin County, Massachusetts",168447,702,239.95,34.00,29259,90.50,12.10,51.50,22.00,Joe Biden
"Hampden County, Massachusetts",102855,618,166.43,24.50,25817,86.50,17.70,51.70,16.80,Joe Biden
"Hampshire County, Massachusetts",163257,529,308.61,42.30,29460,45.70,13.00,53.30,17.20,Joe Biden
"Middlesex County, Massachusetts",31929,824,38.75,50.70,42861,65.20,8.10,51.00,15.30,Joe Biden
"Nantucket County, Massachusetts",259547,48,5407.23,44.00,47331,76.50,10.40,49.10,14.80,Joe Biden
"Norfolk County, Massachusetts",29014,400,72.54,49.20,44692,96.90,6.60,51.90,16.90,Joe Biden
"Plymouth County, Massachusetts",255441,661,386.45,33.50,35220,78.00,7.60,51.40,18.10,Joe Biden
"Suffolk County, Massachusetts",325690,58,5615.34,40.40,32835,56.60,20.80,51.70,12.00,Joe Biden
"Worcester County, Massachusetts",19422,1513,12.84,33.80,31537,78.50,11.20,50.70,15.60,Joe Biden
"Allegany County, Maryland",70416,430,163.76,16.80,21211,47.00,17.40,47.90,20.30,Donald Trump
"Anne Arundel County, Maryland",579234,588,985.09,37.10,40415,14.50,6.30,50.50,14.70,Joe Biden
"Baltimore County, Maryland",827370,682,1213.15,35.70,34374,86.90,8.90,52.60,17.20,Joe Biden
"Calvert County, Maryland",92525,345,268.19,26.80,38260,51.00,4.90,50.40,14.90,Donald Trump
"Caroline County, Maryland",33406,326,102.47,15.00,25211,75.70,14.40,51.00,16.20,Donald Trump
"Carroll County, Maryland",168447,452,372.67,32.70,36153,78.60,5.60,50.50,16.80,Donald Trump
"Cecil County, Maryland",102855,418,246.06,22.20,29518,81.60,10.40,50.40,15.70,Donald Trump
"Charles County, Maryland",163257,643,253.90,26.70,37277,65.40,7.00,51.80,12.50,Joe Biden
"Dorchester County, Maryland",31929,540,59.13,18.00,26388,80.00,16.50,52.50,21.60,Donald Trump
"Frederick County, Maryland",259547,667,389.13,38.20,36917,91.70,6.10,50.70,14.50,Joe Biden
"Garrett County, Maryland",29014,656,44.23,18.30,24932,90.00,13.90,50.70,22.40,Donald Trump
"Harford County, Maryland",255441,527,484.71,32.70,35425,85.60,7.40,51.00,16.20,Donald Trump
"Howard County, Maryland",325690,254,1282.24,60.00,48172,88.80,4.60,51.10,13.80,Joe Biden
"Kent County, Maryland",19422,414,46.91,29.60,31502,74.20,13.20,52.30,26.70,Joe Biden
"Montgomery County, Maryland",1050688,507,2072.36,57.10,49038,91.80,6.70,51.60,15.50,Joe Biden
"Prince George's County, Maryland",909327,498,1825.96,29.80,32344,65.80,9.40,51.90,13.90,Joe Biden
"Queen Anne's County, Maryland",50381,510,98.79,33.20,38108,85.30,8.10,50.40,19.20,Donald Trump
"St. Mary's County, Maryland",113510,611,185.78,14.20,16748,75.50,23.40,45.90,17.00,Donald Trump
"Somerset County, Maryland",25616,611,41.92,29.50,36017,78.40,7.20,50.00,13.40,Donald Trump
"Talbot County, Maryland",37181,477,77.95,33.30,38022,78.70,8.60,52.80,29.20,Donald Trump
"Washington County, Maryland",151049,468,322.75,19.50,26532,84.20,12.40,49.10,17.20,Donald Trump
"Wicomico County, Maryland",103609,400,259.02,26.30,25378,47.50,17.00,52.60,15.90,Donald Trump
"Worcester County, Maryland",52276,695,75.22,27.60,32887,79.60,10.90,51.50,27.80,Donald Trump
"Alcona County, Michigan",10405,1791,5.81,13.00,22719,96.40,15.10,49.60,35.80,Donald Trump
"Alger County, Michigan",9108,5049,1.80,17.10,19717,84.90,14.80,44.70,25.70,Donald Trump
"Allegan County, Michigan",118081,1833,64.42,20.20,24140,89.00,13.50,50.00,16.50,Donald Trump
"Alpena County, Michigan",28405,1695,16.76,16.00,21948,96.10,17.30,50.70,23.40,Donald Trump
"Antrim County, Michigan",23324,602,38.74,23.80,24370,95.20,15.40,50.30,27.10,Donald Trump
"Arenac County, Michigan",14883,681,21.85,11.40,20039,95.00,18.10,49.60,24.90,Donald Trump
"Baraga County, Michigan",8209,1069,7.68,12.00,17701,73.50,13.20,44.90,22.10,Donald Trump
"Barry County, Michigan",61550,577,106.67,17.70,25059,94.90,11.70,49.70,18.40,Donald Trump
"Bay County, Michigan",103126,631,163.43,18.20,23799,90.70,14.70,50.90,20.40,Donald Trump
"Benzie County, Michigan",17766,860,20.66,24.90,24831,94.10,13.30,50.40,26.10,Donald Trump
"Berrien County, Michigan",153401,1581,97.03,24.20,24013,75.60,17.50,51.10,19.70,Donald Trump
"Branch County, Michigan",43517,519,83.85,13.40,19947,91.40,18.70,48.50,18.20,Donald Trump
"Calhoun County, Michigan",134159,718,186.85,19.50,22978,79.30,17.80,51.10,17.80,Donald Trump
"Cass County, Michigan",51787,508,101.94,16.20,22743,87.00,14.50,49.80,21.00,Donald Trump
"Charlevoix County, Michigan",26143,1391,18.79,27.00,26947,94.50,13.30,50.50,24.40,Donald Trump
